no,name,category,city,address,place_id,rating,price,open hours,latitude,longitude,time_minutes,maps,user_id,url,deskripsi
112,Setu Pengasinan,tourist_attraction,Depok,"Jl. Setu Pengasinan Indah No.27, Pengasinan, Kec. Sawangan, Kota Depok, Jawa Barat 16518, Indonesia",ChIJszwdGQ_paS4R5_ZgPbf2tDw,4.4,0,08.00 am - 06.00 pm,-6.4206933,106.7499217,80,"https://www.google.com/maps/search/?api=1&query=-6.4206457,106.7511775",112,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F13.%20Setu%20Pengasinan.jpg?alt=media&token=f6206aec-5e1c-46e1-b2f7-cf2a6bda8e4b,"Dengan luas yang mencapai 6 hektar, banyak aktivitas seru yang bisa dilakukan di Situ Pengasinan. Mulai dari memancing ikan, berkeliling naik bebek-bebekan, hingga sekedar nongkrong menikmati suasana alam. Disekeliling danau pun tersedia jogging track yang bisa dimanfaatkan pengunjung untuk lari pada pagi maupun sore hari. Deretan pedagang kaki lima, dan warung menawarkan aneka kuliner seperti tahu gejrot, siomay, es kelapa muda dll."
113,Masjid Ukhuwah Islamiyah Universitas Indonesia,mosque,Depok,"Kampus UI Depok, Tepian Danau Kenanga Jl. Lkr. Kampus Raya, Pondok Cina, Kecamatan Beji, Kota Depok, Jawa Barat 16424, Indonesia",ChIJzwFN2hXsaS4RV5_NmNOub1o,4.8,0,24 hours,-6.3658122,106.8310205,51,"https://www.google.com/maps/search/?api=1&query=-6.3626645,106.8304309",113,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F14.%20Masjid%20Ukhuwah%20Islamiyah%20Universitas%20Indonesia.jpg?alt=media&token=24ec5b65-a48f-46dc-a2a8-dcbe905e108d,"Masjid Ukhuwah Islamiyah yang berada di Universitas Indonesia (UI), Depok, Jawa Barat, sekilas memberikan suasana kesejukan seperti jauh dari kawasan Ibu Kota. Masjid ini diperkirakan sudah berdiri sejak tahun 1980-an. Berdiri dengan megah, besar dengan konsep terbuka dan berada di pinggir Danau Kenanga UI membuat suasana masjid terasa semakin asri. Masjid ini terdiri dari dua lantai, lantai 1 untuk jemaah pria dan lantai 2 untuk jemaah wanita, Masjidnya sangat bersih hingga membuat siapapun nyaman saat beribadah."
114,Mosque of Al-Ikhlash Depok Maharaja,mosque,Depok,"Masjid Al-Ikhlash, Jl. Perumahan Depok Maharaja Blok P8/30, RT 002/012, Rangkapan Jaya, Pancoran Mas, Depok City, West Java 16435, Indonesia",ChIJKd0pVWvpaS4RiwazOd0zIBg,4.8,0,24 hours,-6.4074895,106.7942643,77,"https://www.google.com/maps/search/?api=1&query=-6.406434,106.7943609",114,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F15.%20Mosque%20of%20Al-Ikhlash%20Depok%20Maharaja.jpg?alt=media&token=89c343c9-db92-484d-ac2d-845205a257fd,"Sebuah Masjid yang nyaman, bersih, tenang untuk sholat dan sunnah wal jama'ah ini menjadi salah satu tempat ibadah"
115,Water Park Ceria,amusement_park,Depok,"Jl. K.H.M. Usman No.110, Kukusan, Kecamatan Beji, Kota Depok, Jawa Barat 16425, Indonesia",ChIJkZG8U6HuaS4R6pjaMUEuYUU,4.2,35000,07.00 am - 05.00 pm,-6.3662605,106.8124728,62,"https://www.google.com/maps/search/?api=1&query=-6.366079099999999,106.8137283",115,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F16.%20Water%20Park%20Ceria.jpg?alt=media&token=252846aa-7e37-4ad0-94cb-0b52d470ca93,"Kolam Renang Ceria di Depok, Jawa Barat, sepertinya merupakan tempat yang ideal untuk liburan bersama anak-anak. Dengan banyaknya varian wahana air yang ditawarkan baik untuk anak-anak maupun dewasa, ini bisa menjadi destinasi yang menyenangkan bagi keluarga. Selain itu, lokasinya yang dekat dengan pusat Kota Depok dan Jakarta membuatnya mudah diakses oleh para wisatawan."
116,Kolam Renang Tirtasari Depok,point_of_interest,Depok,"Jl. Bahagia Raya No.8, RT.03/RW.06, Abadijaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16417, Indonesia",ChIJzUQKUrzraS4Rqkvtt9X8iKc,4.1,25000,24 hours,-6.402712,106.849294,75,"https://www.google.com/maps/search/?api=1&query=-6.4036715,106.8502187",116,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F17.%20Kolam%20Renang%20Tirtasari%20Depok.jpg?alt=media&token=5a4c22ea-261c-4e68-8d82-74a208451dd4,Kolam renang Tirta Sari Depok menyediakan taman wisata air dengan berbagai wahana menyenangkan. Tentu saja sangat cocok jika Anda.
117,Taman Merdeka (Depok Dua Tengah),tourist_attraction,Depok,"Jl. Merdeka No.1, Mekar Jaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16411, Indonesia",ChIJGaQJz-vraS4RTWnpulTC1YU,4.4,0,24 hours,-6.396849,106.8367608,70,"https://www.google.com/maps/search/?api=1&query=-6.3970848,106.8437754",117,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F18.%20Taman%20Merdeka%20(Depok%20Dua%20Tengah).jpg?alt=media&token=f7d0734b-b2a4-4397-bb37-bad5b59c3056,"Taman ini memiliki tiga sarana olahraga berbeda, sehingga warga dapat memilih sesukanya. Selain lapangan basket yang kerap dipakai anak-anak"
118,Taman Wisata Godongijo,tourist_attraction,Depok,"Jl. Raya Cinangka Raya No.KM 10, RW.No. 60, Serua, Kec. Bojongsari, Kota Depok, Jawa Barat 16517, Indonesia",ChIJOWDcCEfvaS4RIsQbo-TFHl0,4.3,0,24 hours,-6.370721,106.745051,66,"https://www.google.com/maps/search/?api=1&query=-6.370721,106.745051",118,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F19.%20Taman%20Wisata%20Godongijo.jpg?alt=media&token=482f33cf-384a-4149-a146-a66d4c348193,"Godong Ijo adalah obyek wisata edukasi yang mengusung konsep “hutan di tengah kota” dan berlokasi di area seluas tiga hektare, tepatnya di Jalan Raya Cinangka, Bojongsari, Depok, Jawa Barat."
119,Putri Duyung Waterboom,tourist_attraction,Depok,"Jl. Bungsan No.50, Bedahan, Kec. Sawangan, Kota Depok, Jawa Barat 16519, Indonesia",ChIJg0IkaLvpaS4R2c8mtJgYFKc,4.5,35000,24 hours,-6.4177099,106.773893,77,"https://www.google.com/maps/search/?api=1&query=-6.416133899999999,106.774433",119,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F20.%20Putri%20Duyung%20Waterboom.png?alt=media&token=fca67b6d-6cda-4162-b2a1-c7981db81c1a,Putri Duyung Waterboom adalah tempat wisata air yang menghadirkan lima kolam renang utama. Yang menarik perhatian para pengunjung adalah adanya kolam ombak yang memiliki gelombang buatan seperti di pantai. Waterboom ini juga menjual berbagai macam ban renang dan pakaian renang maupun pakaian pria dan wanita
120,Taman Mekarsari,park,Depok,"Jl. Bunga Raya No.22a, Mekarsari, Kec. Cimanggis, Kota Depok, Jawa Barat 16452, Indonesia",ChIJVZWlAorsaS4RXiS4nY9ol48,4.5,35000,09.00 am - 05.00 pm,-6.364461,106.865693,61,"https://www.google.com/maps/search/?api=1&query=-6.364460999999999,106.865693",120,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F21.%20Taman%20Mekarsari.jpg?alt=media&token=ccc3df99-81f3-4efe-8581-b0b74e518af8,"Wisata Taman Buah Mekarsari Bogor merupakan salah satu tempat rekreasi agrowisata yang terkenal di Bogor. Taman Wisata Mekarsari memiliki 1.470 varietas tanaman buah dan 100.000 pohon, termasuk di antaranya tanaman rempah, tanaman biofarma, tanaman pangan, tanaman hias, tanaman sayur, tanaman industri, dan tanaman pelindung."
121,Studio Alam TVRI,tourist_attraction,Depok,"Jl. Studio Alam TVRI, Sukmajaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16412, Indonesia",ChIJqz3P6JLraS4RgK7LmmU8dyk,4.3,10000,08.00 am - 04.00 pm,-6.4188144,106.8438014,74,"https://www.google.com/maps/search/?api=1&query=-6.4179227,106.8436861",121,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F22.%20Studio%20Alam%20TVRI.jpg?alt=media&token=cc01abb2-7777-4ec0-8b7b-bb6fdc7feb37,"Studio Alam TVRI adalah sebuah bekas studio dan tempat wisata yang terletak di Sukmajaya, Depok, Jawa Barat, Indonesia yang dimiliki oleh LPP Televisi"
122,Cibubur Park,tourist_attraction,Depok,"Jl. Pratidina No.6, Harjamukti, Kec. Cimanggis, Kota Depok, Jawa Barat 16454, Indonesia",ChIJ30S8MKLsaS4RjOr80lDLfwU,4.4,10000,05.00 am - 08.00 pm,-6.3729555,106.8906503,69,"https://www.google.com/maps/search/?api=1&query=-6.3722126,106.8897736",122,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F23.%20Cibubur%20Park.jpg?alt=media&token=6897387f-c955-43ad-a5ad-373fcecbcc0c,"Taman tenang dengan pagar tanaman yang indah di sekitar air mancur, plus kebun bunga & permainan anak-anak."
123,Danau Mahoni Depok,tourist_attraction,Depok,"Universitas Indonesia, Kampus, Kukusan, Kecamatan Beji, Kota Depok, Jawa Barat 16425, Indonesia",ChIJ-egbZxjsaS4RXudxHIOIEGg,4.5,2000,24 hours,-6.3615461,106.8271747,54,"https://www.google.com/maps/search/?api=1&query=-6.3606229,106.8272343",123,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F24.%20Danau%20Mahoni%20Depok.jpeg?alt=media&token=e0d92a50-371f-498f-8fea-cb384736f7c1,"Depok juga terdapat danau yang berfungsi untuk daerah resapan air . ... Lokasi terletak diantara Danau Ulin dan Danau Mahoni, dibangun pada tahun 1995"
124,Pengarengan Lake East Depok,tourist_attraction,Depok,"JV95+F3G, Kali Cijantung, Cisalak, Kec. Sukmajaya, Kota Depok, Jawa Barat 16416, Indonesia",ChIJExDTP4fraS4Ryw7_ypoyzpk,4.1,25000,24 hours,-6.3813011,106.8576951,66,"https://www.google.com/maps/search/?api=1&query=-6.3874037,106.8620891",124,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F25.%20Pengarengan%20Lake%20East%20Depok.jpg?alt=media&token=e1a48579-07d9-4294-9e9c-681ed00db73c,"Setu pengarengan mengubah lahan liar dan rawan begal jadi obyek wisata air Jakarta, parahyangan-post.com- Terbentuknya Komunitas"
125,Kolam Renang Putri Duyung,tourist_attraction,Depok,"Jl. Marc Marquez No.93, RT.05/RW.3, Bedahan, Kec. Sawangan, Kota Depok, Jawa Barat 16519, Indonesia",ChIJuaLqA_jpaS4R_QLP4x_BzCc,4.5,20000,06.00 am - 06.00 pm,-6.4180783,106.7747836,80,"https://www.google.com/maps/search/?api=1&query=-6.3577637,106.7909312",125,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F26.%20Kolam%20Renang%20Putri%20Duyung.jpg?alt=media&token=239bc2f1-bbc9-4233-a86b-cea59451e584,Putri Duyung Depok adalah tempat wisata air yang menghadirkan lima kolam renang utama.
126,Kolam Renang Brimob,point_of_interest,Depok,"South Pasir Gunung, Cimanggis, Depok City, West Java 16451, Indonesia",ChIJjYgRgkbsaS4ReLOQVB2Ha30,4.4,15000,07.00 am - 05.00 pm,-6.3524309,106.8472832,60,"https://www.google.com/maps/search/?api=1&query=-6.3470286,106.8443875",126,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F27.%20Kolam%20Renang%20Brimob.jpg?alt=media&token=5d65d686-ec14-4d44-9339-6f601bf7cd7f,Kolam renang yang berlokasikan didepok ini menyajikan tempat berenang dikawasan brimob
127,Kolam Renang DTC,point_of_interest,Depok,"Lantai Dasar Depok Town Center, Jl. Raya Sawangan No.1, Rangkapan Jaya, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16435, Indonesia",ChIJjbcfjTjpaS4RjJtcxjk6ptc,3.5,30000,08.00 am - 05.00 pm,-6.3955176,106.7920191,75,"https://www.google.com/maps/search/?api=1&query=-6.395310599999999,106.7928599",127,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F28.%20Kolam%20Renang%20DTC.jpg?alt=media&token=386dcae6-7474-4fe5-993a-5bbbedc62043,"Kolam renang yang cocok dicoba ketika tanggal tua, kolam renang yang menawarkan harga murah"
128,Kolam Renang Griya Tugu Asri,point_of_interest,Depok,"Komplek Perumahan Griya Tugu Asri, Jl. Rtm, Tugu, Kec. Cimanggis, Kota Depok, Jawa Barat 16451, Indonesia",ChIJ2____2jsaS4RH6vD2CvvJYU,4,15000,07.00 am - 05.00 pm,-6.3638697,106.8413356,56,"https://www.google.com/maps/search/?api=1&query=-6.3633774,106.8412933",128,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F29.%20Kolam%20Renang%20Griya%20Tugu%20Asri.jfif?alt=media&token=28c6ee47-46c4-4334-8497-e328c90f0faf,"Menawarkan 2 kolam renang untuk dewasa dan anak-anak, tempat ini sangat cocok untuk wisatawan yang ingin mengajak si kecil berenang."
129,Telaga Bojongsari,tourist_attraction,Depok,"Bojongsari Lama, Bojongsari, Depok City, West Java 16516, Indonesia",ChIJD5CEQsvpaS4RdCHSvfzQsdM,5,5000,24 hours,-6.398346,106.7459955,66,"https://www.google.com/maps/search/?api=1&query=-6.4002649,106.7455792",129,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F30.%20Telaga%20Bojongsari.jpg?alt=media&token=5879cc27-7a90-43c2-8a31-1d5c1844ba88,merupakan Objek Wisata Air di Bojongsari. Purbalingga. Berikut adalah sejarah singkatnya yang berawal dari sebuah kolam renang
130,Wisata Edukasi,tourist_attraction,Depok,"Jl. Cinangka Raya No.KM 10 No. 60, Serua, Kec. Bojongsari, Kota Depok, Jawa Barat 16517, Indonesia",ChIJKX5xqO_vaS4R7B5vG7SAiMc,4.9,10000,09.00 am - 05.00 pm,-6.3706923,106.7445327,73,"https://www.google.com/maps/search/?api=1&query=-6.370721,106.745051",130,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F625a5952a72dc-d-kandang-amazing-farm_665_374%20(1).jpg?alt=media&token=2dca9486-5be8-4209-b0b2-582ba690a777,Wisata edukasi atau educational tourism adalah suatu program dimana wisatawan berkunjung ke suatu lokasi wisata dengan tujuan utama untuk memperoleh pengalaman pembelajaran
131,Wisata Air Setu tujuh Muara Bojongsari,tourist_attraction,Depok,"JQ52+R4H, Bojongsari Lama, Bojongsari, Depok City, West Java, Indonesia",ChIJQYJNogjpaS4R7dJaSN_tAaI,4.9,0,07.00 am - 05.30 pm,-6.3904284,106.7503618,70,"https://www.google.com/maps/search/?api=1&query=-6.4002649,106.7455792",131,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F32.%20Wisata%20Air%20Setu%20tujuh%20Muara%20Bojongsari.jfif?alt=media&token=a1fada1b-0c41-4170-85c1-5e0d309a7853,"Setu Tujuh Muara di Bojongsari, Depok terlihat tertata rapih, tambak-tambak liar yang telah ditertipkan, adanya jogging track"
132,Kebun Jati YKRI - BRIN - BKSDK,tourist_attraction,Depok,"Jl. Ali Andong Blok, Gg. Timan No.65, RT.2/RW.8, Bojongsari Lama, Bojongsari, Depok City, West Java 16516, Indonesia",ChIJx3TKd_3paS4RNljOzhOM8XU,5,10000,08.00 am - 05.30 pm,-6.390599,106.749992,70,"https://www.google.com/maps/search/?api=1&query=-6.390966,106.7493541",132,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F33.%20Kebun%20Jati%20YKRI%20-%20BRIN%20-%20BKSDK.jpg?alt=media&token=2e59f440-48a7-4ed5-8630-c2a4b1d49925,Kebun yang berlokasi di BRIN ini menjadi tempat wisata keluarga yang mengasyikan
133,Kebun Anggur Jasmine Nursery,park,Depok,"Jl. Anggrek 3, RT.4/RW.7, Curug, Kec. Cimanggis, Kota Depok, Jawa Barat 14653, Indonesia",ChIJgbtKUibraS4RYH3F_y9TSQ4,5,0,24 hours,-6.3802683,106.8739125,69,"https://www.google.com/maps/search/?api=1&query=-6.385788199999999,106.8905665",133,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F34.%20Kebun%20Anggur%20Jasmine%20Nursery.jpg?alt=media&token=a5bdb54e-e0b1-4918-8ef9-b6ed85b2689c,Kebun buah menjadi tempat wisata keluarga yang mengasyikan
134,Kebun Asem,park,Depok,"JQ4V+V4Q, Jl. Asem, Rangkapan Jaya, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16435, Indonesia",ChIJb5wLNjzpaS4R-05_vVAIPcE,5,0,Minggu 24 hours,-6.3927837,106.7928677,73,"https://www.google.com/maps/search/?api=1&query=-6.393439,106.792401",134,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F35.%20Kebun%20Asem.jpeg?alt=media&token=11d8adf2-8e2a-44cf-8f3b-8f8f0a13aa61,Kebun Asem ini menjadi tempat wisata yang mengasyikan
135,Telaga Arwana Cibubur,tourist_attraction,Depok,"Jl. Jambore Jl. Raya Pd. Ranggon, Harjamukti, Kec. Cimanggis, Kota Depok, Jawa Barat 16454, Indonesia",ChIJ_xT3abHsaS4RbRxobOIFziA,4.3,8000,09.00 am - 06.00 pm,-6.3643937,106.905543,75,"https://www.google.com/maps/search/?api=1&query=-6.3682493,106.9043789",135,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F35.%20Telaga%20Arwana%20Cibubur.jpg?alt=media&token=f289122d-d5d9-4a17-9a3d-5b892512603f,"Sebuah temoat wisata yang lokasinya yang tidak terlalu jauh, ada banyak sekali daya tarik dari tempat wisata yang dikelola oleh pihak swasta ini."
138,Pokdarwis Situ Jatijajar,tourist_attraction,Depok,"Jl. Setu Jatijajar 1, RT.01/RW.02, Jatijajar, Kec. Tapos, Kota Depok, Jawa Barat 16451, Indonesia",ChIJn-0iQOnraS4RFo8eiJH6VUw,5,0,24 hours,-6.4208052,106.8610756,72,"https://www.google.com/maps/search/?api=1&query=-6.4202898,106.8595017",138,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F36.%20Pokdarwis%20Situ%20Jatijajar.jpg?alt=media&token=501973f8-f8a5-482a-8737-6a236064ba31,Sebuah tempat wisata Kelompok Masyarakat sekitar yang pro aktif untuk wisata. Ramah dan informatif kepada pengunjung. Memelihara kelestarian dan kebersihan situ sehingga terjaga asri 
139,pasir putih,tourist_attraction,Depok,"HQQQ+83J, Jl. Kp. Rw. Denok, Rangkapan Jaya Baru, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16434, Indonesia",ChIJk36RkbTpaS4R_Y_stu67eF4,4.3,30000,09.00 am - 05.00 pm,-6.4116714,106.7876494,74,"https://www.google.com/maps/search/?api=1&query=-6.4046129,106.789063",139,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F37.%20pasir%20putih.jpg?alt=media&token=64044496-fdf2-4d72-83a3-5eb871323b19,"Taman Wisata Pasir Putih ini berlokasi di Sawangan, Depok, Jawa Barat. Tempat rekreasi ini menawarkan berbagai pengalaman bermain dan liburan ."
140,Kebun Belimbing & Jambu Sdr. Jetli,point_of_interest,Depok,"Jl. Panggulan No.39, RT.3/RW.4, Pengasinan, Kec. Sawangan, Kota Depok, Jawa Barat 16518, Indonesia",ChIJm2Gi8GnpaS4R5mWTO2RhfI4,5,0,24 hours,-6.4314101,106.7583088,82,"https://www.google.com/maps/search/?api=1&query=-6.4296839,106.7567413",140,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F38.%20Kebun%20Belimbing%20_%20Jambu%20Sdr.%20Jetli.jpeg?alt=media&token=276cd708-69b5-4876-a736-c5ba9558e824,Sebuah kebun belimbing dimana bisa jalan santai  dan banyak buah bagus
141,Cagar Budaya Rumah Blandongan,tourist_attraction,Depok,"Duren Mekar, Bojongsari, Depok City, West Java, Indonesia",ChIJjSYRACTpaS4R1w9OstPMBFY,4.9,0,09.00 am - 02.00 pm,-6.4133875,106.7422256,74,"https://www.google.com/maps/search/?api=1&query=-6.4169763,106.7441048",141,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F40.%20Cagar%20Budaya%20Rumah%20Blandongan.jpg?alt=media&token=50462f50-3c35-48f1-81e0-a4d4b8da3ae5,"Sebuah bangunan terbuka tanpa dinding, beratap pelana dengan tambahan teritis yang menjorok jauh keluar bangunan. Blandongan merupakan zona publik di dalam rumah adat Betawi, yang biasanya digunakan sebagai ruang kumpul sehari-hari"
142,pemancingan telaga mampang bojong,tourist_attraction,Depok,"JQ7X+CWG, Jl. Makam Bojong, Mampang, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16433, Indonesia",ChIJeWe3WiXpaS4Rs0WgsAHGXSI,3,35000,07.00 am - 05.00 pm,-6.3864497,106.7998412,68,"https://www.google.com/maps/search/?api=1&query=-6.3892978,106.799153",142,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F41.%20pemancingan%20telaga%20mampang%20bojong.jpg?alt=media&token=063cad2f-bb67-4dfc-b675-efcc379eb94b,"pemancingan merupakan tempat yang tepat bagi Anda, sobat mancing yang berjiwa petualang dan kompetitif."
143,Dermaga Perahu Sahabat Ciliwung,tourist_attraction,Depok,"JRCQ+MP7, Kemiri Muka, Beji, Depok City, West Java 16424, Indonesia",ChIJBaEwBPztaS4RjVyPwNdWdMQ,4.9,10000,08.00 am - 05.00 pm,-6.3783347,106.8392944,60,"https://www.google.com/maps/search/?api=1&query=-6.3679028,106.8325872",143,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F42.%20Dermaga%20Perahu%20Sahabat%20Ciliwung.jpg?alt=media&token=5390129f-ae90-4f53-888a-7533c8ec058d,"Salah satu dermaga di Kota Depok. Dermaga ini melayani kebutuhan transportasi kapal, kapal sandar dan lainnya. Dermaga ini juga melayani kebutuhan logistik seperti pengiriman barang, cargo, kirim kendaraan motor / mobil dan lainnya."
144,Taman Rekreasi Wiladatika,park,Depok,"Jl. Jambore No.1, Harjamukti, Kec. Cimanggis, Kota Depok, Jawa Barat 13720, Indonesia",ChIJ6_7VQaPsaS4R7RwQGLxeRwE,4.4,10000,08.00 am - 04.00 pm,-6.3702,106.893327,76,"https://www.google.com/maps/search/?api=1&query=-6.3600371,106.9071361",144,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F43.%20Taman%20Rekreasi%20Wiladatika.jpg?alt=media&token=9739a1d6-6c51-4c4e-aee0-005d82c4fb88,"Tempat wisata yang terletak di Cimanggis, Depok Jawa Barat diresmikan oleh Presiden kedua Republik Indonesia (tahun 1967-1998) Soeharto pada tanggal 29 Juni tahun 1980. Nama Wiladatika merupakan singkatan dari Widya Mandala Krida Bakti Pramuka"
145,Gerry fhising,tourist_attraction,Depok,"HPGW+Q7J, Duren Seribu, Bojongsari, Depok City, West Java, Indonesia",ChIJYXkksezpaS4Rvjo4R3g8xxE,5,200000,02.00 am - 11.30 am,-6.4230253,106.7456464,76,"https://www.google.com/maps/search/?api=1&query=-6.453715499999999,106.7671768",145,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F44.%20Gerry%20fishing.jpg?alt=media&token=7830e874-187e-449e-8a53-659f95347808,Arena bermancing didepok 
146,Puri Depok Mas Swimming Pool,point_of_interest,Depok,"Jalan Puri Depok Mas, Kec. Pancoran Mas, Kota Depok, Jawa Barat, Indonesia",ChIJTcYwxxXpaS4Rz5ZDbcuUljQ,4.9,20000,08.00 am - 04.00 pm,-6.4000749,106.8018317,68,"https://www.google.com/maps/search/?api=1&query=-6.3975779,106.8015754",146,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F45.%20Puri%20Depok%20Mas%20Swimming%20Pool.jpg?alt=media&token=a81309f6-833d-453d-b51f-159c9e967690,"Kolam renang nyaman di wilayah Depok, bersih, kamar bilas bersih"
147,Situ Citayam,tourist_attraction,Depok,"HQ3X+8PJ, Bojong Pondok Terong, Cipayung, Depok City, West Java 16436, Indonesia",ChIJe4m6aqDpaS4R9QRqt2AhtSo,5,10000,24 hours,-6.4466619,106.7992632,77,"https://www.google.com/maps/search/?api=1&query=-6.4355096,106.8030892",147,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F46.%20Situ%20Citayam.jpg?alt=media&token=e35afdad-de66-40c0-97f0-5006a36e30d5,"Situ Citayam menjadi salah satunya, dengan luas sekitar 6,5 hektar danau ini menjadi destinasi wisata di Depok yang bisa dikunjungi untuk sekedar menyegarkan pikiran. Berbagai aktivitas pun bisa dilakukan saat berkunjung ke situ ini. Seperti berkeliling dengan sepeda air, memancing, ataupun sekedar duduk-duduk dipinggir danau sembari menikmati keindahan alam"
149,Pemancingan Ujang,tourist_attraction,Depok,"JQCV+72H, Grogol, Limo, Depok City, West Java 16514, Indonesia",ChIJcYnQEhDvaS4Rhglw2Io3p2M,4.7,65000,24 hours,-6.3792656,106.7926139,55,"https://www.google.com/maps/search/?api=1&query=-6.3770606,106.7883416",149,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F48.%20Pemancingan%20ujang.jpg?alt=media&token=8facaae6-11fc-4a76-b30d-ea6fbb0b9b0c,Tempat wisata yang bagus untuk pemancingan harian  dan setiap pekannya ada lomba ttergantung kondisinya
150,Cisadane Walk,park,Tangerang,"RJHH+29Q, Sepanjang, Jl. Benteng Jaya, RT.004/RW.005, Sukarasa, Kec. Tangerang, Kota Tangerang, Banten 15111, Indonesia",ChIJwSpXqjL_aS4R6oJ9R_MxAXQ,4.6,0,24 hours,-6.1724024,106.628482,50,"https://www.google.com/maps/search/?api=1&query=-6.1724981,106.6290316",150,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F1.%20cisadane-walk.jpg?alt=media&token=7525623a-ac82-4385-932b-47d9ea71c947,"Kawasan pejalan kaki tepi laut dengan papan warna-warni yang populer untuk berfoto, plus pedagang & bangunan bermain."
151,Taman Pintu Air,park,Tangerang,"Daan Mogot Rd No.60, RT.001/RW.005, Sukarasa, Tangerang, Tangerang City, Banten 15111, Indonesia",ChIJV_cMIcz4aS4RRSeiogbi47Y,4.4,0,24 hours,-6.1685197,106.634491,47,"https://www.google.com/maps/search/?api=1&query=-6.169679299999999,106.6329551",151,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F2.%20taman-pintu-air.jpg?alt=media&token=67acd822-4b9d-4fff-812f-1536cd97bafc,"Taman Pintu Air merupakan tempat wisata rekreasi keluarga yang memiliki fasilitas seperti arena tempat bermain anak-anak, jalur pijat refleksi kaki, musala dan toilet."
